Organism Name	Organism Taxonomic ID	Assembly Accession	Assembly Name	Assembly Release Date	Assembly BioSample Accession	Assembly BioProject Accession	Assembly BioProject Lineage Parent Accessions	Source Database
Arenicola marina	6344	GCA_964019135.1	wuAreMari1.1	2024-03-25	SAMEA7522713	PRJEB74224	PRJEB72115	SOURCE_DATABASE_GENBANK
Arenicola marina	6344	GCA_964019125.1	wuAreMari1.1 alternate haplotype	2024-03-25	SAMEA7522713	PRJEB74223	PRJEB72115	SOURCE_DATABASE_GENBANK
Arenostola phragmitidis	988067	GCA_965285825.1	ilArePhra2.hap1.1	2025-06-07	SAMEA112964062	PRJEB89763	PRJEB89312	SOURCE_DATABASE_GENBANK
Arenostola phragmitidis	988067	GCA_965285895.1	ilArePhra2.hap2.1	2025-06-06	SAMEA112964062	PRJEB89762	PRJEB89312	SOURCE_DATABASE_GENBANK
Arge ochropus	1384776	GCA_965113185.1	iyArgOchr1.1	2025-01-24	SAMEA113425585	PRJEB84942	PRJEB83140	SOURCE_DATABASE_GENBANK
Arge pagana	1384777	GCA_963969455.1	iyArgPaga1.1	2024-02-27	SAMEA10978972	PRJEB73291	PRJEB66087	SOURCE_DATABASE_GENBANK
Arge pagana	1384777	GCA_963969465.1	iyArgPaga1.1 alternate haplotype	2024-02-27	SAMEA10978972	PRJEB73290	PRJEB66087	SOURCE_DATABASE_GENBANK
Argolamprotes micella	1594443	GCA_976984575.1	ilArgMice1.hap1.1	2025-10-14	SAMEA117574829	PRJEB98276	PRJEB96604	SOURCE_DATABASE_GENBANK
Argolamprotes micella	1594443	GCA_976984605.1	ilArgMice1.hap2.1	2025-10-26	SAMEA117574829	PRJEB98275	PRJEB96604	SOURCE_DATABASE_GENBANK
Argynnis pandora	405018	GCA_964340695.1	ilArgPand1.hap1.1	2024-11-18	SAMEA115768764	PRJEB82576	PRJEB81909	SOURCE_DATABASE_GENBANK
Argynnis pandora	405018	GCA_964340615.1	ilArgPand1.hap2.1	2024-11-18	SAMEA115768764	PRJEB82575	PRJEB81909	SOURCE_DATABASE_GENBANK
Argynnis paphia	171802	GCA_964264515.1	ilArgPaph1.hap1.1	2024-09-18	SAMEA115110003	PRJEB80185	PRJEB78670	SOURCE_DATABASE_GENBANK
Argynnis paphia	171802	GCA_964264475.1	ilArgPaph1.hap2.1	2024-09-17	SAMEA115110003	PRJEB80186	PRJEB78670	SOURCE_DATABASE_GENBANK
Argyra leucocephala	377538	GCA_963942445.1	idArgLeuc1.1	2024-02-09	SAMEA113425790	PRJEB72462	PRJEB70970	SOURCE_DATABASE_GENBANK
Argyra leucocephala	377538	GCA_963942515.1	idArgLeuc1.1 alternate haplotype	2024-02-09	SAMEA113425790	PRJEB72463	PRJEB70970	SOURCE_DATABASE_GENBANK
Argyresthia cupressella	2979185	GCA_964341315.1	ilArgCupr1.hap1.1	2024-11-27	SAMEA111458709	PRJEB82806	PRJEB75635	SOURCE_DATABASE_GENBANK
Argyresthia cupressella	2979185	GCA_964341375.1	ilArgCupr1.hap2.1	2024-11-27	SAMEA111458709	PRJEB82805	PRJEB75635	SOURCE_DATABASE_GENBANK
Argyresthia sorbiella	1100922	GCA_971880385.1	ilArgSorb1.hap2.1	2025-09-14	SAMEA117573436	PRJEB96108	PRJEB94676	SOURCE_DATABASE_GENBANK
Argyresthia sorbiella	1100922	GCA_971873075.1	ilArgSorb1.hap1.1	2025-09-14	SAMEA117573436	PRJEB96109	PRJEB94676	SOURCE_DATABASE_GENBANK
Argyroploce aquilonana	1790156	GCA_977063525.1	ilArgAqui1.hap1.1	2025-11-20	SAMEA117574246	PRJEB101233	PRJEB96694	SOURCE_DATABASE_GENBANK
Argyroploce aquilonana	1790156	GCA_977012835.1	ilArgAqui1.hap2.1	2025-11-08	SAMEA117574246	PRJEB101232	PRJEB96694	SOURCE_DATABASE_GENBANK
Argyroploce noricana	1197223	GCA_965607555.1	ilArgNori1.hap2.1	2025-07-08	SAMEA117574377	PRJEB90639	PRJEB89138	SOURCE_DATABASE_GENBANK
Argyroploce noricana	1197223	GCA_965607585.1	ilArgNori1.hap1.1	2025-07-08	SAMEA117574377	PRJEB90638	PRJEB89138	SOURCE_DATABASE_GENBANK
Arhopalus rusticus	256647	GCA_964213945.2	icArhRust1.hap2.3	2025-09-15	SAMEA112232564	PRJEB78854	PRJEB77493	SOURCE_DATABASE_GENBANK
Arhopalus rusticus	256647	GCA_964213965.2	icArhRust1.hap1.3	2025-09-15	SAMEA112232564	PRJEB78853	PRJEB77493	SOURCE_DATABASE_GENBANK
Arianta arbustorum	45985	GCA_973947135.1	xgAriArbu4.1	2025-10-26	SAMEA9312575	PRJEB96453	PRJEB80335	SOURCE_DATABASE_GENBANK
Arianta arbustorum	45985	GCA_973366785.1	xgAriArbu4.1 alternate haplotype	2025-10-28	SAMEA9312575	PRJEB96452	PRJEB80335	SOURCE_DATABASE_GENBANK
Aricia cramera	282009	GCA_964341205.1	ilAriCram1.hap1.1	2024-11-22	SAMEA115768744	PRJEB82712	PRJEB81911	SOURCE_DATABASE_GENBANK
Aricia cramera	282009	GCA_964341175.1	ilAriCram1.hap2.1	2024-11-22	SAMEA115768744	PRJEB82713	PRJEB81911	SOURCE_DATABASE_GENBANK
Aricia morronensis	1107572	GCA_964338945.1	ilAriMorr1.hap1.1	2024-11-09	SAMEA115768747	PRJEB82340	PRJEB81915	SOURCE_DATABASE_GENBANK
Aricia morronensis	1107572	GCA_964338985.1	ilAriMorr1.hap2.1	2024-11-09	SAMEA115768747	PRJEB82341	PRJEB81915	SOURCE_DATABASE_GENBANK
Aricia nicias	689501	GCA_964270965.2	ilAriNici1.hap1.2	2025-05-01	SAMEA115575580	PRJEB80603	PRJEB80066	SOURCE_DATABASE_GENBANK
Aricia nicias	689501	GCA_964271005.2	ilAriNici1.hap2.2	2025-05-01	SAMEA115575580	PRJEB80602	PRJEB80066	SOURCE_DATABASE_GENBANK
Aristotelia heliacella	1197224	GCA_977013395.1	ilAriHeli1.hap1.1	2025-11-07	SAMEA117574373	PRJEB100635	PRJEB97000	SOURCE_DATABASE_GENBANK
Aristotelia heliacella	1197224	GCA_977013265.1	ilAriHeli1.hap2.1	2025-10-30	SAMEA117574373	PRJEB100636	PRJEB97000	SOURCE_DATABASE_GENBANK
Armeria pungens	71827	GCA_965177835.1	dcArmPung1.1	2025-03-04	SAMEA115737045	PRJEB86135	PRJEB86136	SOURCE_DATABASE_GENBANK
Armillaria ostoyae	47428	GCA_964034915.1	gfArmOsto1.1	2024-04-27	SAMEA110449800	PRJEB75315	PRJEB68006	SOURCE_DATABASE_GENBANK
Armillaria ostoyae	47428	GCA_964034935.1	gfArmOsto1.1 alternate haplotype	2024-04-26	SAMEA110449800	PRJEB75314	PRJEB68006	SOURCE_DATABASE_GENBANK
Armoracia rusticana	3704	GCA_965620565.1	ddArmRust1.hap2.1	2025-07-09	SAMEA10369658	PRJEB91273	PRJEB80112	SOURCE_DATABASE_GENBANK
Armoracia rusticana	3704	GCA_965620475.1	ddArmRust1.hap1.1	2025-07-09	SAMEA10369658	PRJEB91272	PRJEB80112	SOURCE_DATABASE_GENBANK
Arnica montana	436207	GCA_965212395.1	daArnMont1.hap1.1	2025-03-20	SAMEA115128868	PRJEB87025	PRJEB77483	SOURCE_DATABASE_GENBANK
Arnica montana	436207	GCA_965212255.1	daArnMont1.hap2.1	2025-03-21	SAMEA115128868	PRJEB87026	PRJEB77483	SOURCE_DATABASE_GENBANK
Arnoglossus laterna	208529	GCA_965260895.1	fArnLat1.1	2025-04-25	SAMEA117989024	PRJEB88439	PRJEB88279	SOURCE_DATABASE_GENBANK
Aroga velocella	1280427	GCA_977019755.1	ilAroVelo1.hap1.1	2025-11-07	SAMEA117573785	PRJEB102351	PRJEB100744	SOURCE_DATABASE_GENBANK
Aroga velocella	1280427	GCA_977019905.1	ilAroVelo1.hap2.1	2025-11-08	SAMEA117573785	PRJEB102350	PRJEB100744	SOURCE_DATABASE_GENBANK
Aromia moschata	1265417	GCA_965642075.1	icAroMosc1.hap1.1	2025-07-18	SAMEA114805544	PRJEB92391	PRJEB79692	SOURCE_DATABASE_GENBANK
Aromia moschata	1265417	GCA_965642155.1	icAroMosc1.hap2.1	2025-07-13	SAMEA114805544	PRJEB92390	PRJEB79692	SOURCE_DATABASE_GENBANK
Arthaldeus pascuellus	1655869	GCA_964204695.1	ihArtPasu2.1	2024-07-27	SAMEA113425436	PRJEB78390	PRJEB76357	SOURCE_DATABASE_GENBANK
Arthaldeus pascuellus	1655869	GCA_964204785.1	ihArtPasu2.1 alternate haplotype	2024-07-28	SAMEA113425436	PRJEB78389	PRJEB76357	SOURCE_DATABASE_GENBANK
Artiora evonymaria	3127794	GCA_965278245.1	ilArtEvon1.hap1.1	2025-05-08	SAMEA117510936	PRJEB89204	PRJEB87953	SOURCE_DATABASE_GENBANK
Artiora evonymaria	3127794	GCA_965278135.1	ilArtEvon1.hap2.1	2025-05-08	SAMEA117510936	PRJEB89203	PRJEB87953	SOURCE_DATABASE_GENBANK
Ascidiella aspersa	201961	GCA_963924565.1	kaAscAspe10.1	2024-01-29	SAMEA110449820	PRJEB72075	PRJEB70943	SOURCE_DATABASE_GENBANK
Ascidiella aspersa	201961	GCA_963924595.1	kaAscAspe10.1 alternate haplotype	2024-01-29	SAMEA110449820	PRJEB72074	PRJEB70943	SOURCE_DATABASE_GENBANK
Ascidiella scabra	1298853	GCA_966096145.1	kaAscScab1.hap1.1	2025-08-23	SAMEA115106908	PRJEB95794	PRJEB80337	SOURCE_DATABASE_GENBANK
Ascidiella scabra	1298853	GCA_966096775.1	kaAscScab1.hap2.1	2025-08-12	SAMEA115106908	PRJEB95793	PRJEB80337	SOURCE_DATABASE_GENBANK
Asconema megaatrialia	3132094	GCA_965113215.1	ohAscMega1.1	2025-01-24	SAMEA115473388	PRJEB84977	PRJEB80056	SOURCE_DATABASE_GENBANK
Asconema megaatrialia	3132094	GCA_965113225.1	ohAscMega1.1 alternate haplotype	2025-01-24	SAMEA115473388	PRJEB84976	PRJEB80056	SOURCE_DATABASE_GENBANK
Ascotis selenaria	414916	GCA_976954805.1	ilAscSele1.hap1.1	2025-10-09	SAMEA118260975	PRJEB98129	PRJEB97582	SOURCE_DATABASE_GENBANK
Ascotis selenaria	414916	GCA_976954705.1	ilAscSele1.hap2.1	2025-10-26	SAMEA118260975	PRJEB98128	PRJEB97582	SOURCE_DATABASE_GENBANK
Asellus aquaticus	92525	GCA_964212115.1	qmAseAqua29.1	2024-08-03	SAMEA110451522	PRJEB78603	PRJEB74712	SOURCE_DATABASE_GENBANK
Asellus aquaticus	92525	GCA_964212135.1	qmAseAqua29.1 alternate haplotype	2024-08-03	SAMEA110451522	PRJEB78604	PRJEB74712	SOURCE_DATABASE_GENBANK
Aspilapteryx tringipennella	1594445	GCA_964188165.1	ilAspTrin1.1	2024-06-21	SAMEA112222179	PRJEB76710	PRJEB74968	SOURCE_DATABASE_GENBANK
Aspilapteryx tringipennella	1594445	GCA_964194445.1	ilAspTrin1.1 alternate haplotype	2024-06-27	SAMEA112222179	PRJEB76711	PRJEB74968	SOURCE_DATABASE_GENBANK
Astagobius angustatus	1457099	GCA_965278915.1	icAstAngu6.1	2025-05-18	SAMEA113399597	PRJEB76282	PRJEB77281	SOURCE_DATABASE_GENBANK
Asterina gibbosa (Pennant, 1777)	46515	GCA_965641785.1	eaAstGibb2.hap1.1	2025-07-13	SAMEA110449646	PRJEB92042	PRJEB78961	SOURCE_DATABASE_GENBANK
Asterina gibbosa (Pennant, 1777)	46515	GCA_965641815.1	eaAstGibb2.hap2.1	2025-07-13	SAMEA110449646	PRJEB92041	PRJEB78961	SOURCE_DATABASE_GENBANK
Asterina phylactica	195879	GCA_964213155.1	eaAstPhyl4.1	2024-08-07	SAMEA13854260	PRJEB78695	PRJEB78324	SOURCE_DATABASE_GENBANK
Asterina phylactica	195879	GCA_964213145.1	eaAstPhyl4.1 alternate haplotype	2024-08-06	SAMEA13854260	PRJEB78696	PRJEB78324	SOURCE_DATABASE_GENBANK
Asterocarpa humilis	1273101	GCA_965654205.1	kaAstHumi1.hap1.1	2025-08-03	SAMEA110449874	PRJEB94845	PRJEB80499	SOURCE_DATABASE_GENBANK
Asterocarpa humilis	1273101	GCA_965654265.1	kaAstHumi1.hap2.1	2025-08-03	SAMEA110449874	PRJEB94844	PRJEB80499	SOURCE_DATABASE_GENBANK
Asterochloris sp. CNOR1	3094912	GCA_963969315.1	ucAstSpea1.1 alternate haplotype	2024-02-27	SAMEA114709654	PRJEB72899	PRJEB67439	SOURCE_DATABASE_GENBANK
Asterochloris sp. CNOR1	3094912	GCA_963969365.1	ucAstSpea1.1	2024-02-26	SAMEA114709654	PRJEB72900	PRJEB67439	SOURCE_DATABASE_GENBANK
Asterochloris sp. CNOR2	3094913	GCA_964198605.1	ucAstSpeb1.1	2024-07-13	SAMEA114709655	PRJEB77462	PRJEB67439	SOURCE_DATABASE_GENBANK
Asterochloris sp. CNOR2	3094913	GCA_964198615.1	ucAstSpeb1.1 alternate haplotype	2024-07-12	SAMEA114709655	PRJEB77463	PRJEB67439	SOURCE_DATABASE_GENBANK
Astragalus alpinus	20403	GCA_964188245.1	drAstAlpi1.hap1.1	2024-06-21	SAMEA114389508	PRJEB76696	PRJEB73944	SOURCE_DATABASE_GENBANK
Astragalus alpinus	20403	GCA_964188115.1	drAstAlpi1.hap2.1	2024-06-21	SAMEA114389508	PRJEB76697	PRJEB73944	SOURCE_DATABASE_GENBANK
Astrapogon puncticulatus	588211	GCA_977014485.1	fAstPun1.1	2025-11-07	SAMEA120138580	PRJEB97343	PRJEB97341	SOURCE_DATABASE_GENBANK
Astropecten irregularis	55651	GCA_963971285.1	eaAstIrre1.1	2024-03-04	SAMEA110449760	PRJEB73498	PRJEB64718	SOURCE_DATABASE_GENBANK
Astropecten irregularis	55651	GCA_963971295.1	eaAstIrre1.1 alternate haplotype	2024-03-04	SAMEA110449760	PRJEB73499	PRJEB64718	SOURCE_DATABASE_GENBANK
Astrospartus mediterraneus	691888	GCA_964277075.1	eoAstMedi1.1	2024-10-18	SAMEA115861783	PRJEB81158	PRJEB81159	SOURCE_DATABASE_GENBANK
Athalia circularis	362093	GCA_963978495.1	iyAthCirc1.1	2024-03-10	SAMEA7746777	PRJEB73622	PRJEB65233	SOURCE_DATABASE_GENBANK
Athalia circularis	362093	GCA_964056665.1	iyAthCirc1.1 alternate haplotype	2024-05-18	SAMEA7746777	PRJEB73621	PRJEB65233	SOURCE_DATABASE_GENBANK
Athalia cordata	1170485	GCA_963932425.1	iyAthCord1.1	2024-02-07	SAMEA7746763	PRJEB72321	PRJEB55966	SOURCE_DATABASE_GENBANK
Athalia cordata	1170485	GCA_963932315.1	iyAthCord1.1 alternate haplotype	2024-02-07	SAMEA7746763	PRJEB72322	PRJEB55966	SOURCE_DATABASE_GENBANK
Athene noctua	126797	GCA_965140185.1	bAthNoc1.hap2.1	2025-02-13	SAMEA114594456	PRJEB85707	PRJEB74980	SOURCE_DATABASE_GENBANK
Athene noctua	126797	GCA_965140245.1	bAthNoc1.hap1.1	2025-02-13	SAMEA114594456	PRJEB85708	PRJEB74980	SOURCE_DATABASE_GENBANK
Atherina hepsetus	238709	GCA_977020125.1	fAthHes1.1	2025-11-10	SAMEA120297168	PRJEB98022	PRJEB98020	SOURCE_DATABASE_GENBANK
Atherina presbyter	303921	GCA_965295175.1	fAthPre1.1	2025-06-07	SAMEA118206857	PRJEB88941	PRJEB88932	SOURCE_DATABASE_GENBANK
Athetis lepigone	1223490	GCA_974817045.1	ilAthLepi2.hap1.1	2025-10-12	SAMEA115811639	PRJEB96770	PRJEB90016	SOURCE_DATABASE_GENBANK
Athetis lepigone	1223490	GCA_974939535.1	ilAthLepi2.hap2.1	2025-10-27	SAMEA115811639	PRJEB96771	PRJEB90016	SOURCE_DATABASE_GENBANK
Atolmis rubricollis	987889	GCA_965117225.1	ilAtoRubr1.hap1.1	2025-01-25	SAMEA7521515	PRJEB85142	PRJEB83465	SOURCE_DATABASE_GENBANK
Atolmis rubricollis	987889	GCA_965117165.1	ilAtoRubr1.hap2.1	2025-01-25	SAMEA7521515	PRJEB85143	PRJEB83465	SOURCE_DATABASE_GENBANK
Atractylocarpus subporodictyon	3046827	GCA_976304285.1	cbAtrSubp2.1	2025-10-24	SAMEA114227684	PRJEB96219	PRJEB94770	SOURCE_DATABASE_GENBANK
Atylotus latistriatus	3037401	GCA_977012865.1	idAtyLati1.hap1.1	2025-11-08	SAMEA112963037	PRJEB101226	PRJEB79696	SOURCE_DATABASE_GENBANK
Atylotus latistriatus	3037401	GCA_977012915.1	idAtyLati1.hap2.1	2025-11-08	SAMEA112963037	PRJEB101227	PRJEB79696	SOURCE_DATABASE_GENBANK
Auanema rhodensis	473160	GCA_964057225.1	nxAuaRhod1.1	2024-05-19	SAMEA110398459	PRJEB75808	PRJEB87084	SOURCE_DATABASE_GENBANK
Auanema rhodensis	473160	GCA_964057245.1	nxAuaRhod1.1 alternate haplotype	2024-05-18	SAMEA110398459	PRJEB75809	PRJEB87084	SOURCE_DATABASE_GENBANK
Auanema sp. APS25	2878356	GCA_964263715.1	nxAuaSpee2.1	2024-09-15	SAMEA111386051	PRJEB79993	PRJEB87122	SOURCE_DATABASE_GENBANK
Auanema sp. APS25	2878356	GCA_964263765.1	nxAuaSpee2.1 alternate haplotype	2024-09-15	SAMEA111386051	PRJEB79992	PRJEB87122	SOURCE_DATABASE_GENBANK
Auanema sp. JU1809	2878366	GCA_964263695.1	nxAuaSpej2.1	2024-09-15	SAMEA110398461	PRJEB79994	PRJEB87124	SOURCE_DATABASE_GENBANK
Auanema sp. JU3283	2878367	GCA_964416725.1	nxAuaSpei2.1	2024-12-05	SAMEA111463888	PRJEB83026	PRJEB87164	SOURCE_DATABASE_GENBANK
Auanema sp. JU3284	2878362	GCA_964264295.1	nxAuaSpen2.1	2024-09-15	SAMEA111457633	PRJEB79624	PRJEB87126	SOURCE_DATABASE_GENBANK
Aulacomnium androgynum	67247	GCA_975146365.1	cbAulAndr5.1	2025-10-14	SAMEA114783010	PRJEB96802	PRJEB94772	SOURCE_DATABASE_GENBANK
Aulactinia verrucosa	200527	GCA_965282975.1	jaAulVerr1.hap1.1	2025-05-18	SAMEA112857870	PRJEB89539	PRJEB85008	SOURCE_DATABASE_GENBANK
Aulactinia verrucosa	200527	GCA_965282985.1	jaAulVerr1.hap2.1	2025-05-18	SAMEA112857870	PRJEB89538	PRJEB85008	SOURCE_DATABASE_GENBANK
Aulonocara stuartgranti	286572	GCA_965226115.1	fAulStu2.1	2025-03-27	SAMEA112818851	PRJEB87562	PRJEB72479	SOURCE_DATABASE_GENBANK
Aulonocara stuartgranti	286572	GCA_965226735.1	fAulStu2.1 alternate haplotype	2025-03-28	SAMEA112818851	PRJEB87563	PRJEB72479	SOURCE_DATABASE_GENBANK
Aulostomus maculatus	150449	GCA_975147505.1	fAulMac2.1	2025-10-26	SAMEA118798363	PRJEB90900	PRJEB90898	SOURCE_DATABASE_GENBANK
Aurelia sp. 3 sensu Dawson et al. (2005)	237398	GCA_964020135.1	jsAurSpeb1.1 alternate haplotype	2024-03-31	SAMEA112358968	PRJEB74411	PRJEB74053	SOURCE_DATABASE_GENBANK
Aurelia sp. 3 sensu Dawson et al. (2005)	237398	GCA_964020215.1	jsAurSpeb1.1	2024-03-30	SAMEA112358968	PRJEB74410	PRJEB74053	SOURCE_DATABASE_GENBANK
Aurelia sp. 4 Dawson et al 2005	2790877	GCA_964019785.1	jsAurSpec1.1 alternate haplotype	2024-03-31	SAMEA112358987	PRJEB74402	PRJEB74055	SOURCE_DATABASE_GENBANK
Aurelia sp. 4 Dawson et al 2005	2790877	GCA_964019985.1	jsAurSpec1.1	2024-03-30	SAMEA112358987	PRJEB74403	PRJEB74055	SOURCE_DATABASE_GENBANK
Aureoboletus gentilis	388837	GCA_965113095.1	gfAurGent2.1	2025-01-18	SAMEA110757348	PRJEB84931	PRJEB83758	SOURCE_DATABASE_GENBANK
Aureoboletus gentilis	388837	GCA_965113155.1	gfAurGent2.1 alternate haplotype	2025-01-24	SAMEA110757348	PRJEB84930	PRJEB83758	SOURCE_DATABASE_GENBANK
Autographa bractea	987891	GCA_964264225.1	ilAutBrac1.hap1.1	2024-09-15	SAMEA115109800	PRJEB80133	PRJEB78792	SOURCE_DATABASE_GENBANK
Autographa bractea	987891	GCA_964264215.1	ilAutBrac1.hap2.1	2024-09-15	SAMEA115109800	PRJEB80132	PRJEB78792	SOURCE_DATABASE_GENBANK
Avellara fistulosa	1940801	GCA_965178305.1	daAveFist1.hap2.1	2025-03-04	SAMEA115369559	PRJEB86210	PRJEB79676	SOURCE_DATABASE_GENBANK
Avellara fistulosa	1940801	GCA_965178325.1	daAveFist1.hap1.1	2025-03-04	SAMEA115369559	PRJEB86209	PRJEB79676	SOURCE_DATABASE_GENBANK
Axinella damicornis	72671	GCA_963931865.1	odAxiDami1.1	2024-02-06	SAMEA9361897	PRJEB72241	PRJEB69512	SOURCE_DATABASE_GENBANK
Axinella damicornis	72671	GCA_963931825.1	odAxiDami1.1 alternate haplotype	2024-02-02	SAMEA9361897	PRJEB72242	PRJEB69512	SOURCE_DATABASE_GENBANK
Axinella infundibuliformis	798307	GCA_965653825.1	odAxiInfu1.hap1.1	2025-08-03	SAMEA115470133	PRJEB94566	PRJEB79106	SOURCE_DATABASE_GENBANK
Axinella infundibuliformis	798307	GCA_965653785.1	odAxiInfu1.hap2.1	2025-08-03	SAMEA115470133	PRJEB94567	PRJEB79106	SOURCE_DATABASE_GENBANK
Axinella polypoides	12959	GCA_964261215.2	odAxiPoly1.1	2024-11-13	SAMEA115920895	PRJEB78915	PRJEB78916	SOURCE_DATABASE_GENBANK
Axinella verrucosa	237119	GCA_976954875.1	odAxiVerr1.1	2025-10-08	SAMEA117748767	PRJEB94597	PRJEB94598	SOURCE_DATABASE_GENBANK
Aythya ferina	219593	GCA_964211795.1	bAytFer1.hap2.1	2024-07-30	SAMEA112468034	PRJEB78493	PRJEB73425	SOURCE_DATABASE_GENBANK
Aythya ferina	219593	GCA_964211825.1	bAytFer1.hap1.1	2024-07-31	SAMEA112468034	PRJEB78494	PRJEB73425	SOURCE_DATABASE_GENBANK
Aythya fuligula	219594	GCA_976225405.1	bAytFul3.1 alternate haplotype	2025-10-27	SAMEA113398827	PRJEB97888	PRJEB75625	SOURCE_DATABASE_GENBANK
Aythya fuligula	219594	GCA_976225485.1	bAytFul3.1	2025-10-26	SAMEA113398827	PRJEB97887	PRJEB75625	SOURCE_DATABASE_GENBANK
Aythya marila	189534	GCA_965140915.1	bAytMar2.hap1.1	2025-02-13	SAMEA115433010	PRJEB85746	PRJEB78816	SOURCE_DATABASE_GENBANK
Aythya marila	189534	GCA_965140925.1	bAytMar2.hap2.1	2025-02-13	SAMEA115433010	PRJEB85745	PRJEB78816	SOURCE_DATABASE_GENBANK
Azelia nebulosa	1643962	GCA_964235425.1	idAzeNebu1.hap1.1	2024-08-31	SAMEA113425774	PRJEB79083	PRJEB76843	SOURCE_DATABASE_GENBANK
Azelia nebulosa	1643962	GCA_964235375.1	idAzeNebu1.hap2.1	2024-08-29	SAMEA113425774	PRJEB79082	PRJEB76843	SOURCE_DATABASE_GENBANK
Bactra furfurana	1030477	GCA_965663525.1	ilBacFurf1.hap1.1	2025-08-23	SAMEA117574668	PRJEB94985	PRJEB91415	SOURCE_DATABASE_GENBANK
Bactra furfurana	1030477	GCA_965663665.1	ilBacFurf1.hap2.1	2025-08-09	SAMEA117574668	PRJEB94986	PRJEB91415	SOURCE_DATABASE_GENBANK
Bactra lancealana	753158	GCA_965196735.1	ilBacLanc2.1	2025-03-10	SAMEA114644467	PRJEB86574	PRJEB79539	SOURCE_DATABASE_GENBANK
Bactra lancealana	753158	GCA_965196755.1	ilBacLanc2.1 alternate haplotype	2025-03-09	SAMEA114644467	PRJEB86575	PRJEB79539	SOURCE_DATABASE_GENBANK
Balaenoptera borealis	9768	GCA_965194805.1	mBalBor1.hap1.1	2025-03-10	SAMEA114493134	PRJEB86465	PRJEB76369	SOURCE_DATABASE_GENBANK
Balaenoptera borealis	9768	GCA_965194725.1	mBalBor1.hap2.1	2025-03-05	SAMEA114493134	PRJEB86464	PRJEB76369	SOURCE_DATABASE_GENBANK
Balaenoptera physalus	9770	GCA_965194825.1	mBalPhy2.hap1.1	2025-03-10	SAMEA114493136	PRJEB86467	PRJEB76339	SOURCE_DATABASE_GENBANK
Balaenoptera physalus	9770	GCA_965194765.1	mBalPhy2.hap2.1	2025-03-05	SAMEA114493136	PRJEB86466	PRJEB76339	SOURCE_DATABASE_GENBANK
Barbarea vulgaris	50459	GCA_963667165.1	ddBarVulg1.1	2023-12-09	SAMEA14449827	PRJEB69066	PRJEB65702	SOURCE_DATABASE_GENBANK
Barbarea vulgaris	50459	GCA_963667155.1	ddBarVulg1.1 alternate haplotype	2023-12-07	SAMEA14449827	PRJEB69065	PRJEB65702	SOURCE_DATABASE_GENBANK
Barypeithes pellucidus	397350	GCA_963991005.1	icBarPell3.1	2024-03-16	SAMEA10167019	PRJEB73828	PRJEB68018	SOURCE_DATABASE_GENBANK
Barypeithes pellucidus	397350	GCA_963992275.1	icBarPell3.1 alternate haplotype	2024-03-16	SAMEA10167019	PRJEB73829	PRJEB68018	SOURCE_DATABASE_GENBANK
Bathymodiolus brooksi	206348	GCA_963680875.1	xbBatBroo1.1	2023-12-07	SAMEA111532951	PRJEB70452	PRJEB65215	SOURCE_DATABASE_GENBANK
Bathymodiolus brooksi	206348	GCA_963680835.1	xbBatBroo1.1 alternate haplotype	2023-12-07	SAMEA111532951	PRJEB70453	PRJEB65215	SOURCE_DATABASE_GENBANK
Bathymodiolus heckerae	114453	GCA_965117275.1	xbBatHeck2.1	2025-01-25	SAMEA115701717	PRJEB85154	PRJEB81387	SOURCE_DATABASE_GENBANK
Bathymodiolus heckerae	114453	GCA_965117265.1	xbBatHeck2.1 alternate haplotype	2025-01-25	SAMEA115701717	PRJEB85155	PRJEB81387	SOURCE_DATABASE_GENBANK
Bathymodiolus thermophilus	12966	GCA_971856555.1	xbBatTher6.1	2025-09-13	SAMEA115701738	PRJEB96149	PRJEB81852	SOURCE_DATABASE_GENBANK
Bathymodiolus thermophilus	12966	GCA_971867395.1	xbBatTher6.1 alternate haplotype	2025-09-12	SAMEA115701738	PRJEB96150	PRJEB81852	SOURCE_DATABASE_GENBANK
Bathysaurus mollis	1126214	GCA_965279225.1	fBatMol1.1	2025-05-10	SAMEA114806302	PRJEB89372	PRJEB76377	SOURCE_DATABASE_GENBANK
Bathysaurus mollis	1126214	GCA_965279235.1	fBatMol1.1 alternate haplotype	2025-05-10	SAMEA114806302	PRJEB89371	PRJEB76377	SOURCE_DATABASE_GENBANK
Batrachedra praeangusta	347710	GCA_964656335.1	ilBatPrae3.1	2025-01-02	SAMEA111458703	PRJEB83356	PRJEB76773	SOURCE_DATABASE_GENBANK
Batrachedra praeangusta	347710	GCA_964656285.1	ilBatPrae3.1 alternate haplotype	2025-01-03	SAMEA111458703	PRJEB83355	PRJEB76773	SOURCE_DATABASE_GENBANK
Bazzania tricrenata	306421	GCA_974818285.1	cjBazTric3.1	2025-10-26	SAMEA13831605	PRJEB96766	PRJEB95089	SOURCE_DATABASE_GENBANK
Bedellia somnulentella	753282	GCA_963576735.1	ilBedSomn2.1	2023-11-03	SAMEA110451506	PRJEB68127	PRJEB65382	SOURCE_DATABASE_GENBANK
Bellardia viscosa	46056	GCA_965636935.1	daBelVisc1.hap1.1	2025-07-09	SAMEA110450290	PRJEB91493	PRJEB76753	SOURCE_DATABASE_GENBANK
